ACCOUNT_RK;INTERNAL_ORG_ORIGINAL_RK;LOAN_AMOUNT;APPLICATION_DT
30146984;49589;0.10;2017-01-19 00:00:00
-61325003;145;227043.03;2017-02-28 00:00:00
-61324532;145;180000.00;2017-02-28 00:00:00
-61360022;15347;1000000.00;2017-03-03 00:00:00
-61298939;5121;192716.69;2017-02-27 00:00:00
-61292925;5121;198000.00;2017-02-27 00:00:00
-61191151;50454;250000.00;2017-02-16 00:00:00
-61509428;47545;40000.00;2017-03-15 00:00:00
31276466;47545;40000.00;2017-03-15 00:00:00
-61509995;47545;0.10;2017-03-15 00:00:00
31181830;49793;74120.15;2017-03-07 00:00:00
-60260958;49541;100000.00;2017-01-18 00:00:00
-60236367;51859;700000.00;2017-01-16 00:00:00
-60414883;1648;35000.00;2017-02-01 00:00:00
30306286;1648;40830.69;2017-02-01 00:00:00
-61202380;30561;134312.97;2017-02-17 00:00:00
-61201292;30561;100000.00;2017-02-17 00:00:00
-60332717;15931;54049.65;2017-01-25 00:00:00
-60332325;15931;40919.00;2017-01-25 00:00:00
-60332642;15931;54049.65;2017-01-25 00:00:00
30231765;16014;4999.00;2017-01-25 00:00:00
30231802;16014;0.10;2017-01-25 00:00:00
-60427816;16014;100000.00;2017-02-02 00:00:00
-61449680;52183;142000.00;2017-03-10 00:00:00
-60311864;49223;798000.00;2017-01-23 00:00:00
-61213019;18282;48162.59;2017-02-18 00:00:00
-61210813;18282;31000.00;2017-02-18 00:00:00
-61298272;30561;155000.00;2017-02-27 00:00:00
-60431542;51831;76000.00;2017-02-02 00:00:00
-61280902;759;139000.00;2017-02-25 00:00:00
-60256847;16028;138000.00;2017-01-18 00:00:00
-60256495;16028;138000.00;2017-01-18 00:00:00
31003683;4980;4999.00;2017-02-17 00:00:00
-61205234;4980;211000.00;2017-02-17 00:00:00
31003783;4980;0.10;2017-02-17 00:00:00
30281433;50908;9780.99;2017-01-30 00:00:00
-61372389;49228;710500.00;2017-03-03 00:00:00
-61170825;49228;1000000.00;2017-02-15 00:00:00
-61496935;59249;350000.00;2017-03-14 00:00:00
-61529767;59249;410139.86;2017-03-14 00:00:00
-61417969;4302;30000.00;2017-03-07 00:00:00
-61426952;4302;30000.00;2017-03-09 00:00:00
31205695;4302;30000.00;2017-03-09 00:00:00
-60893131;16151;250000.00;2017-02-10 00:00:00
30945209;16092;297608.16;2017-02-14 00:00:00
30945289;16092;20000.00;2017-02-14 00:00:00
-61153162;16151;303989.28;2017-02-10 00:00:00
31323662;4866;15000.00;2017-03-18 00:00:00
-61553304;4866;60000.00;2017-03-18 00:00:00
-60161717;15678;135000.00;2017-01-09 00:00:00
-60905174;14185;83400.00;2017-02-11 00:00:00
-60905230;14185;88524.40;2017-02-11 00:00:00
-61166293;-1;459800.00;2017-02-13 00:00:00
-60707261;34927;400000.00;2017-02-08 00:00:00
-60706306;34927;350000.00;2017-02-08 00:00:00
-60909392;48928;300000.00;2017-02-11 00:00:00
30409431;48928;300000.00;2017-02-11 00:00:00
-60909349;48928;30000000.00;2017-02-11 00:00:00
-60459381;48928;600000.00;2017-02-05 00:00:00
-60473507;48928;638297.87;2017-02-05 00:00:00
-61506996;1553;100000.00;2017-03-15 00:00:00
-61414589;49760;100000.00;2017-03-07 00:00:00
-61415240;49760;132417.71;2017-03-07 00:00:00
-61367989;52701;150000.00;2017-03-03 00:00:00
-60145572;4497;15000.00;2017-01-04 00:00:00
30108219;46460;10000.00;2017-01-16 00:00:00
-60237277;46460;10000.00;2017-01-16 00:00:00
-61297637;57914;70000.00;2017-02-27 00:00:00
-61374953;34147;96500.00;2017-03-04 00:00:00
31105697;47264;40001.22;2017-03-01 00:00:00
31105850;47264;20000.00;2017-03-01 00:00:00
-61330409;47264;40000.00;2017-03-01 00:00:00
-61313718;16153;1000000.00;2017-02-28 00:00:00
-61182612;47329;50000.00;2017-02-16 00:00:00
31254221;4763;40000.00;2017-03-13 00:00:00
31254305;4763;0.10;2017-03-13 00:00:00
-61471183;4763;40000.00;2017-03-13 00:00:00
-61596695;34145;39000.00;2017-03-22 00:00:00
-61200653;49779;50000.00;2017-02-17 00:00:00
-61201261;49779;50000.00;2017-02-17 00:00:00
31003430;49779;73441.99;2017-02-17 00:00:00
-61205565;49779;0.10;2017-02-17 00:00:00
-61465172;32451;100000.00;2017-03-12 00:00:00
-61465199;32451;94608.54;2017-03-12 00:00:00
31239703;32451;94608.99;2017-03-12 00:00:00
-61348005;46501;140000.00;2017-03-02 00:00:00
31132839;46501;140000.00;2017-03-02 00:00:00
31132976;46501;20000.00;2017-03-02 00:00:00
-61145303;3882;7020.00;2017-02-13 00:00:00
-60159214;3882;75000.00;2017-01-08 00:00:00
-60242482;34698;95000.00;2017-01-17 00:00:00
-60242639;34698;76024.39;2017-01-17 00:00:00
30135316;12157;0.10;2017-01-18 00:00:00
-60260745;12157;0.10;2017-01-18 00:00:00
-60259315;12157;70000.00;2017-01-18 00:00:00
30135083;12157;85694.94;2017-01-18 00:00:00
31146023;720;135300.25;2017-03-03 00:00:00
-61360809;720;100000.00;2017-03-03 00:00:00
-61418979;58093;105000.00;2017-03-07 00:00:00
-60446563;58106;0.10;2017-02-03 00:00:00
30323528;58106;29645.88;2017-02-03 00:00:00
-60446474;58106;0.10;2017-02-03 00:00:00
-60445813;58106;30000.00;2017-02-03 00:00:00
-60239124;51859;550000.00;2017-01-16 00:00:00
-60304396;47709;60000.00;2017-01-23 00:00:00
-61510935;59225;102500.00;2017-03-15 00:00:00
-61511083;59225;134288.03;2017-03-15 00:00:00
-60417294;14914;152000.00;2017-02-01 00:00:00
-60377825;14914;134000.00;2017-01-28 00:00:00
-61517495;46891;40000.00;2017-03-16 00:00:00
31291736;46891;0.10;2017-03-16 00:00:00
31291600;46891;39430.68;2017-03-16 00:00:00
-61533699;22652;77000.00;2017-03-17 00:00:00
-61533980;22652;75371.21;2017-03-17 00:00:00
-61137378;56636;550043.61;2017-02-10 00:00:00
-60698563;59245;524500.00;2017-02-08 00:00:00
-61483193;52863;200000.00;2017-03-13 00:00:00
-61483275;52863;300000.00;2017-03-13 00:00:00
-61554154;60066;71000.00;2017-03-18 00:00:00
-61554378;60066;70883.29;2017-03-18 00:00:00
-61276451;49541;142000.00;2017-02-24 00:00:00
-60294103;49581;5166.00;2017-01-21 00:00:00
30172710;49581;4999.00;2017-01-21 00:00:00
-60239144;14697;50000.00;2017-01-16 00:00:00
-60239238;14697;80094.47;2017-01-16 00:00:00
31057148;1628;0.10;2017-02-22 00:00:00
31057080;1628;4999.00;2017-02-22 00:00:00
-61267748;1628;50000.00;2017-02-22 00:00:00
30353808;48873;40000.00;2017-02-06 00:00:00
-60472735;48873;30000.00;2017-02-06 00:00:00
-61486481;13757;15000.00;2017-03-14 00:00:00
31258767;13757;15000.00;2017-03-14 00:00:00
-61217991;22473;50976.83;2017-02-19 00:00:00
31042132;49625;20000.00;2017-02-21 00:00:00
-61249246;49625;120000.00;2017-02-21 00:00:00
31042020;49625;115571.00;2017-02-21 00:00:00
-61441322;1553;60000.00;2017-03-10 00:00:00
-61545475;16017;40000.00;2017-03-18 00:00:00
-61545482;16017;51362.50;2017-03-18 00:00:00
-60378876;34871;130000.00;2017-01-28 00:00:00
30269721;34871;0.10;2017-01-28 00:00:00
30269653;34871;130000.00;2017-01-28 00:00:00
-60462417;30247;18000.00;2017-02-06 00:00:00
31292440;58920;40000.00;2017-03-16 00:00:00
-61519609;58920;40000.00;2017-03-16 00:00:00
31293924;58920;0.10;2017-03-16 00:00:00
-61492253;14460;100000.00;2017-03-14 00:00:00
31260848;14460;100000.00;2017-03-14 00:00:00
-60152699;50375;150000.00;2017-01-05 00:00:00
-60187248;16193;14515.51;2017-01-11 00:00:00
-60186851;16193;14990.00;2017-01-11 00:00:00
31289384;5390;15000.00;2017-03-10 00:00:00
-61445555;5390;15000.00;2017-03-10 00:00:00
-60271023;716;145000.00;2017-01-19 00:00:00
-60271412;716;132159.55;2017-01-19 00:00:00
-61172321;4501;60000.00;2017-02-15 00:00:00
-61472543;46392;91000.00;2017-03-13 00:00:00
-61472841;46392;90738.42;2017-03-13 00:00:00
-61302411;15258;177200.00;2017-02-27 00:00:00
31057261;15006;4999.00;2017-02-22 00:00:00
-61268355;15006;70000.00;2017-02-22 00:00:00
31057304;15006;0.10;2017-02-22 00:00:00
-61268657;15006;103378.13;2017-02-22 00:00:00
-61441627;4365;100000.00;2017-03-10 00:00:00
-61441874;4365;132159.55;2017-03-10 00:00:00
-61298812;47525;200000.00;2017-02-27 00:00:00
31219378;15347;15000.00;2017-03-10 00:00:00
-60186641;15731;89000.00;2017-01-11 00:00:00
-61550464;57944;682000.00;2017-03-18 00:00:00
-61500552;22409;40000.00;2017-03-15 00:00:00
31273421;22409;40000.00;2017-03-15 00:00:00
-61408398;4281;300000.00;2017-02-24 00:00:00
-61275206;4281;300000.00;2017-02-24 00:00:00
-60406217;49761;13000.00;2017-01-31 00:00:00
30294692;49761;11394.20;2017-01-31 00:00:00
31308139;22415;2061.22;2017-03-17 00:00:00
-61473297;89;43000.00;2017-03-13 00:00:00
-61540286;49553;130507.26;2017-03-17 00:00:00
-61539848;49553;134500.00;2017-03-17 00:00:00
-60359052;32858;68000.00;2017-01-26 00:00:00
-61486547;19703;200000.00;2017-03-14 00:00:00
-61515186;19703;246396.45;2017-03-14 00:00:00
-61353660;50453;89000.00;2017-03-02 00:00:00
31134275;50453;88162.20;2017-03-02 00:00:00
31134442;50453;20000.00;2017-03-02 00:00:00
-61355549;46753;80000.00;2017-03-02 00:00:00
-60257483;58940;400000.00;2017-01-18 00:00:00
30417720;4248;0.10;2017-02-13 00:00:00
30417694;4248;87391.14;2017-02-10 00:00:00
-60897317;4248;61840.00;2017-02-10 00:00:00
-61640781;52858;656324.58;2017-03-24 00:00:00
-61640539;52858;656324.58;2017-03-24 00:00:00
31401059;52858;564439.14;2017-03-24 00:00:00
-61641273;52858;1.00;2017-03-24 00:00:00
-61640088;52858;550000.00;2017-03-24 00:00:00
-61640247;52858;656324.58;2017-03-24 00:00:00
-60212864;58227;10000.00;2017-01-13 00:00:00
30085222;58227;10000.00;2017-01-13 00:00:00
30296278;51891;10000.00;2017-01-31 00:00:00
31258525;51981;193329.66;2017-03-14 00:00:00
-61484838;51981;152500.00;2017-03-14 00:00:00
-61309524;54774;763080.00;2017-02-22 00:00:00
-60384511;50720;180000.00;2017-01-29 00:00:00
-61235060;4914;10000.00;2017-02-20 00:00:00
31027610;4914;10000.00;2017-02-20 00:00:00
-60709841;58071;5000.00;2017-02-09 00:00:00
30385644;58071;0.10;2017-02-09 00:00:00
30385627;58071;4999.00;2017-02-09 00:00:00
-61401777;52041;40116.47;2017-03-06 00:00:00
-61401257;52041;40000.00;2017-03-06 00:00:00
-60288533;15905;140000.00;2017-01-20 00:00:00
-60909733;52804;250000.00;2017-02-11 00:00:00
-61140254;52804;316455.70;2017-02-11 00:00:00
-61164195;52804;316455.70;2017-02-14 00:00:00
-61164794;52804;316455.70;2017-02-14 00:00:00
-61164542;52804;316455.70;2017-02-14 00:00:00
-60909872;52804;316455.70;2017-02-11 00:00:00
-61163638;52804;316455.70;2017-02-14 00:00:00
-61164196;52804;316455.70;2017-02-14 00:00:00
-61479027;49943;83420.70;2017-03-13 00:00:00
-61478709;49943;85000.00;2017-03-13 00:00:00
-61189502;58025;941176.47;2017-02-16 00:00:00
-61188722;58025;950000.00;2017-02-16 00:00:00
-61250481;58025;800000.00;2017-02-21 00:00:00
-61207455;50637;400000.00;2017-02-17 00:00:00
-61207587;50637;477326.97;2017-02-17 00:00:00
-61225579;50637;477326.97;2017-02-17 00:00:00
-61589994;13893;27500.00;2017-03-21 00:00:00
-60390395;48860;100000.00;2017-01-30 00:00:00
-60400736;48860;100000.00;2017-01-31 00:00:00
-61545631;49296;350000.00;2017-03-18 00:00:00
-61538686;50792;139000.00;2017-03-17 00:00:00
-60460317;35031;70000.00;2017-02-05 00:00:00
-60451468;5129;17650.00;2017-02-04 00:00:00
30340913;5129;18650.39;2017-02-04 00:00:00
-61082939;-1;522000.00;2017-01-05 00:00:00
-60699983;47844;90000.00;2017-02-08 00:00:00
-61231150;57842;50000.00;2017-02-20 00:00:00
-61231752;57842;82755.46;2017-02-20 00:00:00
-61265088;50670;30000.00;2017-02-22 00:00:00
-61107382;-1;13181.91;2017-02-02 00:00:00
30309327;54876;623053.72;2017-02-01 00:00:00
-61314928;34571;500000.00;2017-02-28 00:00:00
-61390360;34571;643828.72;2017-03-03 00:00:00
-60280968;34571;297608.16;2017-01-20 00:00:00
31174925;34571;601275.53;2017-03-06 00:00:00
-60280785;34571;250000.00;2017-01-20 00:00:00
-61344032;34571;1069360.64;2017-02-28 00:00:00
31175510;34571;20000.00;2017-03-06 00:00:00
-61451872;48973;240000.00;2017-03-10 00:00:00
31290559;48973;4999.00;2017-03-10 00:00:00
31290899;48973;0.10;2017-03-10 00:00:00
-60430890;46141;40000.00;2017-02-02 00:00:00
-61404012;49541;361537.30;2017-03-06 00:00:00
-61401264;49541;361537.30;2017-03-06 00:00:00
-61340708;49541;365000.00;2017-03-01 00:00:00
31310057;48856;40000.00;2017-03-17 00:00:00
-61542117;48856;40000.00;2017-03-17 00:00:00
-61541972;48856;40000.00;2017-03-17 00:00:00
-60390446;1576;45000.00;2017-01-30 00:00:00
30279844;1576;4999.00;2017-01-30 00:00:00
30279901;1576;0.10;2017-01-30 00:00:00
-61163449;49223;900000.00;2017-02-14 00:00:00
-60458912;52131;72638.11;2017-02-05 00:00:00
31108500;48856;0.10;2017-03-01 00:00:00
-61338287;48856;64000.00;2017-03-01 00:00:00
31108372;48856;61680.42;2017-03-01 00:00:00
-60262120;36805;93399.41;2017-01-18 00:00:00
-60245421;36805;65000.00;2017-01-17 00:00:00
-60207426;48936;135300.25;2017-01-13 00:00:00
-60256660;48856;70000.00;2017-01-18 00:00:00
-61235543;35027;250000.00;2017-02-20 00:00:00
-61235944;35027;299999.00;2017-02-20 00:00:00
-61397479;35027;186187.51;2017-03-06 00:00:00
-61397067;35027;186187.51;2017-03-06 00:00:00
-60177862;12709;26000.00;2017-01-10 00:00:00
30989865;46493;100000.00;2017-02-16 00:00:00
30989994;46493;0.10;2017-02-16 00:00:00
-61187280;46493;100000.00;2017-02-16 00:00:00
-60719087;51866;750000.00;2017-02-09 00:00:00
-60719122;51866;882352.94;2017-02-09 00:00:00
-61574272;34932;50000.00;2017-03-20 00:00:00
31339095;34932;4999.00;2017-03-20 00:00:00
31339118;34932;0.10;2017-03-20 00:00:00
-61499784;48996;239299.13;2017-03-13 00:00:00
-61471357;48996;250000.00;2017-03-13 00:00:00
-60479844;4307;651275.00;2017-02-07 00:00:00
-60425683;4307;651275.53;2017-01-19 00:00:00
30365098;4307;20000.00;2017-02-07 00:00:00
-60271803;4307;550000.00;2017-01-19 00:00:00
30364874;4307;651275.00;2017-02-07 00:00:00
-61446041;15527;64940.00;2017-03-10 00:00:00
-61559011;35031;60000.00;2017-03-19 00:00:00
31323286;52822;120023.34;2017-03-18 00:00:00
-61551622;52822;130000.00;2017-03-18 00:00:00
31257925;59223;40000.00;2017-03-13 00:00:00
31257947;59223;0.10;2017-03-13 00:00:00
-61482993;59223;40000.00;2017-03-13 00:00:00
-60443668;14416;100000.00;2017-02-03 00:00:00
-60244822;52757;200000.00;2017-01-17 00:00:00
-60317711;52757;246812.39;2017-01-17 00:00:00
-60406254;50319;30000.00;2017-01-31 00:00:00
-61646363;46757;500000.00;2017-03-25 00:00:00
-61566483;15635;115000.00;2017-03-20 00:00:00
31336426;15635;108966.83;2017-03-20 00:00:00
-61467761;-1;775370.58;2017-03-12 00:00:00
-61149453;4866;1010723.19;2017-02-13 00:00:00
-60369484;53270;1050000.00;2017-01-27 00:00:00
-60370706;53270;1198156.68;2017-01-27 00:00:00
-61221044;53687;1627860.89;2017-02-19 00:00:00
-61323525;4408;60000.00;2017-02-28 00:00:00
30943385;13795;15000.00;2017-02-14 00:00:00
-61154872;13795;15000.00;2017-02-14 00:00:00
-61178727;4914;15000.00;2017-02-15 00:00:00
-61356771;4381;30000.00;2017-03-02 00:00:00
31135277;4381;30000.00;2017-03-02 00:00:00
-60147159;52041;10000.00;2017-01-04 00:00:00
-60147199;52041;10000.00;2017-01-04 00:00:00
31294908;4914;45000.00;2017-03-16 00:00:00
-61527485;4914;45000.00;2017-03-16 00:00:00
-60448847;4926;92000.00;2017-02-03 00:00:00
30324368;4926;4999.00;2017-02-03 00:00:00
30324383;4926;0.10;2017-02-03 00:00:00
-61368116;5110;15000.00;2017-03-03 00:00:00
31148555;5110;15000.00;2017-03-03 00:00:00
30321675;13950;60000.00;2017-02-03 00:00:00
-60439660;13950;60000.00;2017-02-03 00:00:00
-61472455;16025;157000.00;2017-03-13 00:00:00
-61472710;16025;157709.11;2017-03-13 00:00:00
-61340884;49599;1080000.00;2017-03-01 00:00:00
-61341076;49599;1172893.14;2017-03-01 00:00:00
30977238;4923;30000.00;2017-02-15 00:00:00
-61171040;4923;60000.00;2017-02-15 00:00:00
-61149642;14130;15000.00;2017-02-13 00:00:00
30385656;16029;3999.00;2017-02-09 00:00:00
30385673;16029;0.10;2017-02-09 00:00:00
-60709900;16029;255000.00;2017-02-09 00:00:00
-60360439;58894;70895.00;2017-01-26 00:00:00
-60180733;34914;20000.00;2017-01-10 00:00:00
-60180815;34914;20000.00;2017-01-10 00:00:00
-60338773;48927;95188.61;2017-01-25 00:00:00
-60337878;48927;96000.00;2017-01-25 00:00:00
-61633922;48991;50000.00;2017-03-24 00:00:00
31399044;48991;15000.00;2017-03-24 00:00:00
31398798;48991;61914.72;2017-03-24 00:00:00
31396064;34925;40000.00;2017-03-22 00:00:00
-61608306;34925;125000.00;2017-03-22 00:00:00
-61608344;34925;122385.23;2017-03-22 00:00:00
-61608370;34925;40000.00;2017-03-22 00:00:00
31104512;46266;0.10;2017-02-28 00:00:00
31104462;46266;4999.00;2017-02-28 00:00:00
-61323168;46266;50000.00;2017-02-28 00:00:00
31253201;46814;299940.52;2017-03-12 00:00:00
-61454991;46814;600000.00;2017-03-10 00:00:00
-61441086;46814;600000.00;2017-03-10 00:00:00
-61441229;46814;600000.00;2017-03-10 00:00:00
31253226;22818;0.10;2017-03-13 00:00:00
-61587280;46809;40000.00;2017-03-21 00:00:00
-60227667;15802;195000.00;2017-01-16 00:00:00
-60228127;15802;190732.46;2017-01-16 00:00:00
-60253041;15802;190732.46;2017-01-16 00:00:00
30320257;19703;4999.00;2017-02-02 00:00:00
-60699761;32453;40000.00;2017-02-08 00:00:00
30375159;32453;10000.00;2017-02-08 00:00:00
-60699976;32453;40000.00;2017-02-08 00:00:00
-61514465;-1;557240.59;2017-03-15 00:00:00
-61548061;50638;404000.00;2017-03-18 00:00:00
-61337166;20495;72700.00;2017-03-01 00:00:00
-61336907;20495;72700.00;2017-03-01 00:00:00
-61381352;49190;75000.00;2017-03-04 00:00:00
-61381676;49190;97803.66;2017-03-04 00:00:00
31162722;49190;3999.00;2017-03-04 00:00:00
31162740;49190;0.10;2017-03-04 00:00:00
-61180908;57452;260348.58;2017-02-15 00:00:00
-60424388;30561;503000.00;2017-02-01 00:00:00
31077192;30561;299940.52;2017-02-24 00:00:00
-60318050;30561;464919.13;2017-01-23 00:00:00
-60316099;30561;403000.00;2017-01-23 00:00:00
31077283;30561;0.10;2017-02-25 00:00:00
-61256625;30561;347607.06;2017-02-21 00:00:00
-61503147;19952;350000.00;2017-03-15 00:00:00
31102513;15520;10000.00;2017-02-28 00:00:00
31102452;15520;70239.24;2017-02-28 00:00:00
-61314666;15520;70000.00;2017-02-28 00:00:00
-60709982;49810;67000.00;2017-02-09 00:00:00
-60337439;34877;50000.00;2017-01-25 00:00:00
-61535612;50415;98000.00;2017-03-17 00:00:00
-61300491;50415;75000.00;2017-02-27 00:00:00
31040328;34290;0.10;2017-02-21 00:00:00
31040276;34290;9999.00;2017-02-21 00:00:00
-61243243;34290;158000.00;2017-02-21 00:00:00
-61243904;34290;9999.00;2017-02-21 00:00:00
-61617192;52864;10000.00;2017-03-23 00:00:00
31378014;52864;10000.00;2017-03-23 00:00:00
-60201972;58894;60995.00;2017-01-12 00:00:00
-60202273;58894;57869.95;2017-01-12 00:00:00
30073925;58894;57869.95;2017-01-12 00:00:00
-61450556;35028;250000.00;2017-03-10 00:00:00
-61451021;35028;285946.36;2017-03-10 00:00:00
-61414644;58724;49980.00;2017-03-07 00:00:00
31025821;32424;29704.71;2017-02-20 00:00:00
-61229077;32424;30000.00;2017-02-20 00:00:00
31025950;32424;20000.00;2017-02-20 00:00:00
-61583817;51891;140000.00;2017-03-21 00:00:00
-61237417;144;236813.62;2017-02-20 00:00:00
-61237044;144;200000.00;2017-02-20 00:00:00
-60335824;50433;20000.00;2017-01-25 00:00:00
30231783;50433;20000.00;2017-01-25 00:00:00
30045653;34881;20000.00;2017-01-09 00:00:00
-60168109;34881;20000.00;2017-01-09 00:00:00
-61469348;49812;85000.00;2017-03-13 00:00:00
-61469429;49812;87897.47;2017-03-13 00:00:00
-60483701;47417;100000.00;2017-02-07 00:00:00
-60483614;47417;100000.00;2017-02-07 00:00:00
-61575204;59231;75000.00;2017-03-20 00:00:00
31413219;18282;43979.12;2017-03-25 00:00:00
-61644492;18282;30600.00;2017-03-25 00:00:00
-60279727;34500;56400.00;2017-01-20 00:00:00
30021710;32636;28748.72;2017-01-05 00:00:00
-60152384;32636;28749.00;2017-01-05 00:00:00
-61144662;50895;160000.00;2017-02-13 00:00:00
31389903;22221;10000.00;2017-03-21 00:00:00
-60185439;58086;85000.00;2017-01-11 00:00:00
30060319;58086;0.10;2017-01-11 00:00:00
30060253;58086;4999.00;2017-01-11 00:00:00
-61397265;47898;140000.00;2017-03-06 00:00:00
-61397684;47898;132159.55;2017-03-06 00:00:00
31180944;47898;105373.87;2017-03-07 00:00:00
31181092;47898;0.10;2017-03-07 00:00:00
-61435356;34925;299000.00;2017-03-09 00:00:00
31208750;34925;15000.00;2017-03-09 00:00:00
-61436127;34925;15000.00;2017-03-09 00:00:00
-61435860;34925;297608.16;2017-03-09 00:00:00
-61569010;19610;40000.00;2017-03-20 00:00:00
31337519;19610;10000.00;2017-03-20 00:00:00
-61569243;19610;40000.00;2017-03-20 00:00:00
-61338628;58106;81000.00;2017-03-01 00:00:00
31108436;58106;4999.00;2017-03-01 00:00:00
-60350620;47329;197620.45;2017-01-26 00:00:00
-60350458;47329;200000.00;2017-01-26 00:00:00
31414008;59585;4999.00;2017-03-25 00:00:00
-61600563;59585;110000.00;2017-03-22 00:00:00
-61136056;-1;697766.86;2017-02-06 00:00:00
-60274653;51178;700000.00;2017-01-19 00:00:00
-61134268;-1;541469.41;2017-02-06 00:00:00
31414581;34862;9999.00;2017-03-25 00:00:00
-61649930;34862;10000.00;2017-03-25 00:00:00
-61530364;34290;160000.00;2017-03-17 00:00:00
-61420705;47837;45000.00;2017-03-07 00:00:00
-61435762;59330;859254.26;2017-03-09 00:00:00
-61435565;59330;1500000.00;2017-03-09 00:00:00
-61435880;59330;859254.26;2017-03-09 00:00:00
-60482457;52700;100000.00;2017-02-07 00:00:00
-61616277;35023;850000.00;2017-03-23 00:00:00
-60418760;59517;30000.00;2017-02-01 00:00:00
-61194152;61623;541500.00;2017-02-16 00:00:00
-61464381;22442;63463.28;2017-03-11 00:00:00
-61427906;22442;63463.28;2017-03-09 00:00:00
-61427535;22442;58000.00;2017-03-09 00:00:00
-61441144;53256;89600.00;2017-03-10 00:00:00
31288472;53256;88426.68;2017-03-10 00:00:00
-61214915;50415;39998.78;2017-02-18 00:00:00
-61214725;50415;40000.00;2017-02-18 00:00:00
-61589299;52702;78000.00;2017-03-21 00:00:00
31392582;52702;4999.00;2017-03-21 00:00:00
31352638;52702;0.10;2017-03-21 00:00:00
-61522673;30844;60000.00;2017-03-16 00:00:00
-61516420;22818;40000.00;2017-03-16 00:00:00
-61516525;22818;40000.00;2017-03-16 00:00:00
31293064;22818;10000.00;2017-03-16 00:00:00
31170316;49625;0.10;2017-02-28 00:00:00
31104344;49625;63669.62;2017-02-28 00:00:00
-61322598;49625;70000.00;2017-02-28 00:00:00
-61593700;52616;15500.00;2017-03-22 00:00:00
-60240606;23289;61000.00;2017-01-17 00:00:00
-60240756;23289;58000.00;2017-01-17 00:00:00
31042612;50412;0.10;2017-02-21 00:00:00
31042568;50412;4999.00;2017-02-21 00:00:00
-61250555;50412;20000.00;2017-02-21 00:00:00
-61250734;50412;73441.99;2017-02-21 00:00:00
31208085;35028;80000.00;2017-03-09 00:00:00
-61433946;35028;100000.00;2017-03-09 00:00:00
-61433554;35028;100000.00;2017-03-09 00:00:00
-60411181;50295;7000.00;2017-01-31 00:00:00
30296288;50295;6136.08;2017-01-31 00:00:00
-61415549;15613;32769.00;2017-03-07 00:00:00
31181177;15613;39962.20;2017-03-07 00:00:00
31181304;15613;10000.00;2017-03-07 00:00:00
-61415208;15613;39961.00;2017-03-07 00:00:00
-60202020;49522;450000.00;2017-01-12 00:00:00
-60156562;34136;135000.00;2017-01-06 00:00:00
-61443674;4980;124000.00;2017-03-10 00:00:00
31306009;16151;40000.00;2017-03-17 00:00:00
-61530568;16151;40000.00;2017-03-17 00:00:00
-61337525;15022;250000.00;2017-03-01 00:00:00
-60244914;46724;250000.00;2017-01-17 00:00:00
31161396;49228;30000.00;2017-03-04 00:00:00
-61376937;49228;30000.00;2017-03-04 00:00:00
30322956;51011;10000.00;2017-02-03 00:00:00
-60444005;51011;10000.00;2017-02-03 00:00:00
30244191;49808;0.10;2017-01-26 00:00:00
30244159;49808;103378.13;2017-01-24 00:00:00
-60482787;50259;4999.00;2017-02-07 00:00:00
-60482489;50259;50000.00;2017-02-07 00:00:00
-60237803;132;10000.00;2017-01-16 00:00:00
-60238028;132;10000.00;2017-01-16 00:00:00
-61422149;34906;100000.00;2017-03-07 00:00:00
30268660;50469;4999.00;2017-01-28 00:00:00
-60375949;50469;100000.00;2017-01-28 00:00:00
-60466926;51159;265000.00;2017-02-06 00:00:00
30353840;50315;0.10;2017-02-06 00:00:00
30353827;50315;4999.00;2017-02-06 00:00:00
-60472785;50315;100000.00;2017-02-06 00:00:00
-60902207;47261;50000.00;2017-02-10 00:00:00
-61622601;75;130000.00;2017-03-23 00:00:00
-61100582;61773;548900.00;2017-01-27 00:00:00
31375837;22220;0.10;2017-03-23 00:00:00
31375820;22220;19175.88;2017-03-23 00:00:00
-61609631;22220;15435.00;2017-03-23 00:00:00
30246600;22643;20000.00;2017-01-26 00:00:00
-60353537;22643;128000.00;2017-01-26 00:00:00
30246537;22643;126704.71;2017-01-26 00:00:00
30203002;49214;0.10;2017-01-23 00:00:00
30202951;49214;4999.00;2017-01-23 00:00:00
-60313318;49214;50000.00;2017-01-23 00:00:00
-60313466;49214;76781.53;2017-01-23 00:00:00
-61179205;57607;406966.51;2017-02-15 00:00:00
-61213256;30829;54000.00;2017-02-18 00:00:00
-61645340;47323;15000.00;2017-03-25 00:00:00
-61489375;58229;40000.00;2017-03-14 00:00:00
31260089;58229;0.10;2017-03-14 00:00:00
31259855;58229;40000.00;2017-03-14 00:00:00
-61421175;15527;190000.00;2017-03-07 00:00:00
31220175;15527;189267.07;2017-03-07 00:00:00
31220325;15527;0.10;2017-03-10 00:00:00
-61604815;46137;40000.00;2017-03-22 00:00:00
31365125;46137;40000.00;2017-03-22 00:00:00
-61174830;47453;608000.00;2017-02-15 00:00:00
-61177897;47453;607691.14;2017-02-15 00:00:00
-61178236;47453;607691.14;2017-02-15 00:00:00
30988793;47453;587877.62;2017-02-15 00:00:00
-61175602;47453;607691.14;2017-02-15 00:00:00
30988920;47453;0.10;2017-02-16 00:00:00
-61289902;50876;600000.00;2017-02-26 00:00:00
