ACCOUNT_RK;INTERNAL_ORG_ORIGINAL_RK;LOAN_AMOUNT;APPLICATION_DT
31257794;48937;15000.00;2017-03-13 00:00:00
-61482673;48937;15000.00;2017-03-13 00:00:00
-61482592;48937;15000.00;2017-03-13 00:00:00
-60445922;5117;40853.66;2017-02-03 00:00:00
-60445693;5117;40001.00;2017-02-03 00:00:00
31179775;50072;0.10;2017-03-07 00:00:00
-61411179;50072;40000.00;2017-03-07 00:00:00
31179710;50072;39203.41;2017-03-07 00:00:00
-60400999;49590;133792.71;2017-01-31 00:00:00
-60400951;49590;100000.00;2017-01-31 00:00:00
-60289816;51857;100000.00;2017-01-20 00:00:00
-60207570;13154;150000.00;2017-01-13 00:00:00
-60207549;13154;15000.00;2017-01-13 00:00:00
-61501734;30833;70000.00;2017-03-15 00:00:00
-60450223;4277;30200.00;2017-02-04 00:00:00
-60341852;14913;100000.00;2017-01-25 00:00:00
-60341647;14913;130000.00;2017-01-25 00:00:00
-61424081;22456;30000.00;2017-03-07 00:00:00
31183953;22456;15000.00;2017-03-07 00:00:00
-61424134;22456;15000.00;2017-03-07 00:00:00
-60477087;57854;191990.00;2017-02-07 00:00:00
-61277998;49548;78000.00;2017-02-24 00:00:00
-61278127;49548;78763.97;2017-02-24 00:00:00
-61629776;18966;68000.00;2017-03-24 00:00:00
-61630216;18966;68087.74;2017-03-24 00:00:00
-61622112;34908;300000.00;2017-03-23 00:00:00
31392036;50899;4999.00;2017-03-21 00:00:00
31392136;50899;0.10;2017-03-21 00:00:00
-61477598;15767;106172.17;2017-03-13 00:00:00
-61476590;15767;105000.00;2017-03-13 00:00:00
-60481540;52747;140000.00;2017-02-07 00:00:00
-60480426;52747;140000.00;2017-02-07 00:00:00
30979229;50787;0.10;2017-02-15 00:00:00
-61084983;-1;563000.00;2017-01-10 00:00:00
30979202;50787;9999.00;2017-02-15 00:00:00
-61177503;50787;300000.00;2017-02-15 00:00:00
-61483361;49223;700000.00;2017-03-13 00:00:00
-61535469;51179;200000.00;2017-03-17 00:00:00
-60262994;75;6000.00;2017-01-18 00:00:00
30136052;75;4999.00;2017-01-18 00:00:00
-61397605;19660;40000.00;2017-03-06 00:00:00
31179953;19660;40000.00;2017-03-07 00:00:00
30106680;15044;4999.00;2017-01-16 00:00:00
30106724;15044;0.10;2017-01-16 00:00:00
-60232091;15044;62000.00;2017-01-16 00:00:00
-61611913;16133;40000.00;2017-03-23 00:00:00
31376494;16133;39998.89;2017-03-23 00:00:00
-60182728;22464;41410.59;2017-01-11 00:00:00
-60182629;13780;42000.00;2017-01-11 00:00:00
-61152245;22456;60000.00;2017-02-13 00:00:00
-60164685;52098;200000.00;2017-01-09 00:00:00
-60380321;34875;299999.00;2017-01-28 00:00:00
30269875;34875;0.10;2017-01-28 00:00:00
30269855;34875;4999.00;2017-01-28 00:00:00
-60367455;34706;35528.24;2017-01-27 00:00:00
-60367285;34706;36000.00;2017-01-27 00:00:00
-61547555;49758;328403.19;2017-03-18 00:00:00
-60380665;49758;330000.00;2017-01-28 00:00:00
-61620548;50326;20000.00;2017-03-23 00:00:00
31378758;50326;20000.00;2017-03-23 00:00:00
31378805;50326;15000.00;2017-03-23 00:00:00
-61489268;58178;5000.00;2017-03-14 00:00:00
31259769;58178;4999.00;2017-03-14 00:00:00
31259869;58178;0.10;2017-03-14 00:00:00
31182584;49620;0.10;2017-03-07 00:00:00
-61476574;52878;56500.00;2017-03-13 00:00:00
-60434305;22804;10000.00;2017-02-02 00:00:00
30320166;22804;10000.00;2017-02-02 00:00:00
-60434131;22804;10000.00;2017-02-02 00:00:00
-61167071;46792;163566.58;2017-02-15 00:00:00
-61167045;46792;164000.00;2017-02-15 00:00:00
-60402752;52183;190000.00;2017-01-31 00:00:00
-60402854;52183;192716.69;2017-01-31 00:00:00
-61492879;51011;592000.00;2017-03-14 00:00:00
-60286346;13510;150000.00;2017-01-20 00:00:00
-60447044;46500;27000.00;2017-02-03 00:00:00
-61093136;-1;429316.99;2017-01-18 00:00:00
-61093057;-1;532851.77;2017-01-18 00:00:00
-60221357;5078;100051.89;2017-01-14 00:00:00
-60221124;5078;101000.00;2017-01-14 00:00:00
-61378093;51859;750000.00;2017-03-04 00:00:00
-61178967;54649;844400.00;2017-02-14 00:00:00
-61179279;54649;846220.79;2017-02-14 00:00:00
-60433776;34881;180000.00;2017-02-02 00:00:00
-60354523;57819;200000.00;2017-01-26 00:00:00
31181736;52682;38294.32;2017-03-07 00:00:00
-61417226;52682;39999.00;2017-03-07 00:00:00
-61417058;34875;15000.00;2017-03-07 00:00:00
31181622;34875;15000.00;2017-03-07 00:00:00
-61362334;58037;244313.70;2017-03-03 00:00:00
-61369800;58037;251577.13;2017-03-03 00:00:00
-61366758;58037;251577.13;2017-03-03 00:00:00
-61362062;58037;200000.00;2017-03-03 00:00:00
-61474827;14112;113356.84;2017-03-13 00:00:00
-61474544;14112;50000.00;2017-03-13 00:00:00
-61412510;34173;160000.00;2017-03-07 00:00:00
-61412667;34173;164194.72;2017-03-07 00:00:00
31219127;34352;78032.20;2017-03-10 00:00:00
-61442337;34352;79000.00;2017-03-10 00:00:00
31288779;34352;15000.00;2017-03-10 00:00:00
31219611;50472;40000.00;2017-03-10 00:00:00
-61444517;50472;40000.00;2017-03-10 00:00:00
31289487;50472;0.10;2017-03-10 00:00:00
-61144603;36673;250000.00;2017-02-13 00:00:00
31022109;36673;200000.00;2017-02-14 00:00:00
31022126;13491;0.10;2017-02-19 00:00:00
-61153323;36673;239698.79;2017-02-13 00:00:00
31096799;4138;4999.00;2017-02-27 00:00:00
31096875;4138;0.10;2017-02-27 00:00:00
-61270930;4214;104000.00;2017-02-23 00:00:00
-61479904;50453;15000.00;2017-03-13 00:00:00
31257456;50453;15000.00;2017-03-13 00:00:00
31335168;13757;0.10;2017-03-20 00:00:00
-61562890;13757;65000.00;2017-03-20 00:00:00
31335105;13757;64500.00;2017-03-20 00:00:00
31256028;15527;0.10;2017-03-13 00:00:00
31255785;15527;40000.00;2017-03-13 00:00:00
-61475081;15527;40000.00;2017-03-13 00:00:00
-61380627;34876;15000.00;2017-03-04 00:00:00
-60378028;123;70803.85;2017-01-28 00:00:00
-60377928;123;60000.00;2017-01-28 00:00:00
-60339919;22817;0.10;2017-01-25 00:00:00
30231546;22817;300000.00;2017-01-24 00:00:00
30232972;22817;20000.00;2017-01-25 00:00:00
-61346024;30803;100000.00;2017-03-02 00:00:00
-61346136;30803;100000.00;2017-03-02 00:00:00
-60704996;49531;690334.13;2017-02-08 00:00:00
-60704819;49531;941176.47;2017-02-08 00:00:00
-60450055;761;40000.00;2017-02-04 00:00:00
-60450062;761;40001.22;2017-02-04 00:00:00
-61478829;22149;40000.00;2017-03-13 00:00:00
31256458;22149;40000.00;2017-03-13 00:00:00
31256553;22149;0.10;2017-03-13 00:00:00
-61470671;4138;65000.00;2017-03-13 00:00:00
-61470802;4138;44351.76;2017-03-13 00:00:00
-61422555;34737;40000.00;2017-03-07 00:00:00
31183478;34737;40000.00;2017-03-07 00:00:00
31183526;34737;0.10;2017-03-07 00:00:00
-60458269;14357;299940.52;2017-02-05 00:00:00
-60458213;14357;299999.00;2017-02-05 00:00:00
-60205559;12948;200000.00;2017-01-13 00:00:00
-60205623;12948;199998.77;2017-01-13 00:00:00
-60443436;32441;157410.80;2017-02-03 00:00:00
-60443127;32441;158000.00;2017-02-03 00:00:00
-61369530;4407;23763.53;2017-03-03 00:00:00
31160799;12962;40000.00;2017-03-04 00:00:00
-61369268;4407;40000.00;2017-03-03 00:00:00
-61547654;14187;29482.52;2017-03-18 00:00:00
-61547593;14187;34517.00;2017-03-18 00:00:00
-61546505;4213;200000.00;2017-03-18 00:00:00
31209040;50977;39998.78;2017-03-09 00:00:00
-61534682;16154;80000.00;2017-03-17 00:00:00
-60401434;15630;5.00;2017-01-31 00:00:00
31207975;46420;39145.12;2017-03-09 00:00:00
-61433727;46420;27600.00;2017-03-09 00:00:00
-60168917;49559;800000.00;2017-01-09 00:00:00
31276367;46227;16476.14;2017-03-15 00:00:00
31276428;46227;0.10;2017-03-15 00:00:00
-61509228;46227;17000.00;2017-03-15 00:00:00
31292749;34884;39998.86;2017-03-16 00:00:00
-61520925;34884;39999.00;2017-03-16 00:00:00
30134807;34925;57810.01;2017-01-18 00:00:00
-60258315;34925;70000.00;2017-01-18 00:00:00
30135005;34925;10000.00;2017-01-18 00:00:00
-60412432;80;100000.00;2017-01-31 00:00:00
31132731;4298;40001.00;2017-03-02 00:00:00
31132881;4298;0.10;2017-03-02 00:00:00
30989302;59541;17738.08;2017-02-16 00:00:00
-61185695;59541;15630.80;2017-02-16 00:00:00
-61185347;59541;18000.00;2017-02-16 00:00:00
-61548957;4318;200000.00;2017-03-18 00:00:00
-61549106;4318;240370.07;2017-03-18 00:00:00
31082965;724;76768.23;2017-02-26 00:00:00
-61287988;724;50000.00;2017-02-26 00:00:00
31082981;724;0.10;2017-02-26 00:00:00
-61230011;19369;0.10;2017-02-20 00:00:00
31025780;19369;140423.13;2017-02-20 00:00:00
-61229129;19369;106000.00;2017-02-20 00:00:00
30200397;724;15000.00;2017-01-23 00:00:00
-60305432;724;15000.00;2017-01-23 00:00:00
-61442731;50723;11000.00;2017-03-10 00:00:00
31219165;50723;10410.65;2017-03-10 00:00:00
31039512;4763;116017.83;2017-02-21 00:00:00
-61241756;4763;0.10;2017-02-21 00:00:00
-61241016;4763;116000.00;2017-02-21 00:00:00
-61272616;49328;1300000.00;2017-02-23 00:00:00
30200116;58006;10000.00;2017-01-23 00:00:00
-60304295;58006;10000.00;2017-01-23 00:00:00
30386221;1529;23528.24;2017-02-09 00:00:00
-60711745;1529;24500.00;2017-02-09 00:00:00
-61277113;36939;75000.00;2017-02-24 00:00:00
-60425618;58134;537445.74;2017-01-18 00:00:00
-61407486;118;300000.00;2017-02-08 00:00:00
-60258696;58134;500000.00;2017-01-18 00:00:00
-60260022;58134;537445.74;2017-01-18 00:00:00
-61473822;4407;40000.00;2017-03-13 00:00:00
-61474069;4407;47720.25;2017-03-13 00:00:00
-60173827;32395;61000.00;2017-01-10 00:00:00
30056673;32395;0.10;2017-01-10 00:00:00
30056638;32395;60137.04;2017-01-10 00:00:00
-61547376;15783;30000.00;2017-03-18 00:00:00
-61547511;15783;40000.00;2017-03-18 00:00:00
-61565039;18650;23000.00;2017-03-20 00:00:00
-61565277;18650;40062.50;2017-03-20 00:00:00
-60427063;15903;244430.02;2017-02-01 00:00:00
-60415068;15903;200000.00;2017-02-01 00:00:00
-60289324;58131;82755.46;2017-01-20 00:00:00
-60289221;58131;20000.00;2017-01-20 00:00:00
30217029;20478;0.10;2017-01-24 00:00:00
-60320103;20478;90000.00;2017-01-24 00:00:00
30216929;20478;101696.38;2017-01-24 00:00:00
-60475397;16230;100000.00;2017-02-07 00:00:00
-60475219;16230;100000.00;2017-02-07 00:00:00
31175115;16025;34571.78;2017-03-06 00:00:00
-61395415;16025;35000.00;2017-03-06 00:00:00
-61441147;4365;95188.61;2017-03-10 00:00:00
-61441106;4365;70000.00;2017-03-10 00:00:00
-60897788;4381;107846.84;2017-02-10 00:00:00
-60897624;4381;108000.00;2017-02-10 00:00:00
31149966;80;30000.00;2017-03-03 00:00:00
-60215150;15544;200000.00;2017-01-13 00:00:00
31274999;1568;15340.91;2017-03-15 00:00:00
-61505257;1568;16020.00;2017-03-15 00:00:00
-61506098;1568;0.10;2017-03-15 00:00:00
30057152;1529;0.10;2017-01-10 00:00:00
-60173915;1529;256000.00;2017-01-10 00:00:00
30057064;1529;257433.24;2017-01-10 00:00:00
-61555650;22445;70000.00;2017-03-19 00:00:00
-61556532;22445;20000.00;2017-03-19 00:00:00
31331030;22445;64484.81;2017-03-19 00:00:00
-60241823;15538;139200.00;2017-01-17 00:00:00
-60241937;15538;138321.61;2017-01-17 00:00:00
30083213;34531;0.10;2017-01-13 00:00:00
-60205930;34531;100000.00;2017-01-13 00:00:00
30083179;34531;100000.00;2017-01-13 00:00:00
-60206041;34531;100000.00;2017-01-13 00:00:00
-61562796;49022;71000.00;2017-03-20 00:00:00
-61562990;49022;65601.97;2017-03-20 00:00:00
31177724;34916;40000.00;2017-03-06 00:00:00
-61403259;34916;40000.00;2017-03-06 00:00:00
31177875;34916;0.10;2017-03-06 00:00:00
31260611;20260;40000.00;2017-03-14 00:00:00
-60165010;4294;24750.00;2017-01-09 00:00:00
-60165343;4294;40760.49;2017-01-09 00:00:00
-60362506;34877;40000.00;2017-01-27 00:00:00
30365817;46255;0.10;2017-02-07 00:00:00
30365772;46255;198176.59;2017-02-07 00:00:00
-60483451;46255;196000.00;2017-02-07 00:00:00
31070657;32462;129362.69;2017-02-24 00:00:00
-61275292;32462;100000.00;2017-02-24 00:00:00
31070730;32462;20000.00;2017-02-24 00:00:00
-60317214;139;40000.00;2017-01-23 00:00:00
-60221782;139;150753.77;2017-01-14 00:00:00
-60221660;139;160000.00;2017-01-14 00:00:00
30203982;139;40000.00;2017-01-23 00:00:00
-60438204;52850;15000.00;2017-02-02 00:00:00
31206865;12712;39998.78;2017-03-09 00:00:00
-61430027;12712;40000.00;2017-03-09 00:00:00
-61586061;50415;10000.00;2017-03-21 00:00:00
31391880;50415;10000.00;2017-03-21 00:00:00
-61524356;34864;140000.00;2017-03-16 00:00:00
-61241180;30833;10000.00;2017-02-21 00:00:00
31039398;30833;10000.00;2017-02-21 00:00:00
31160851;20474;10000.00;2017-03-04 00:00:00
-61375604;20474;10000.00;2017-03-04 00:00:00
-61426358;49761;6000.00;2017-03-08 00:00:00
31204584;49761;3914.25;2017-03-08 00:00:00
-60197504;49802;15000.00;2017-01-12 00:00:00
-60439793;30833;82559.76;2017-02-03 00:00:00
-60439680;30833;80000.00;2017-02-03 00:00:00
-60183715;23296;28770.00;2017-01-11 00:00:00
-60183824;23296;39266.24;2017-01-11 00:00:00
-61377728;34147;40000.00;2017-03-04 00:00:00
31161623;34147;40000.00;2017-03-04 00:00:00
31041349;22818;75948.10;2017-02-21 00:00:00
-61246988;22818;55000.00;2017-02-21 00:00:00
-60193859;15903;135300.25;2017-01-12 00:00:00
-60193850;15903;140000.00;2017-01-12 00:00:00
31288938;50455;40000.00;2017-03-10 00:00:00
31219344;50455;0.10;2017-03-10 00:00:00
-61443374;50455;40000.00;2017-03-10 00:00:00
-61201515;51173;299999.00;2017-02-17 00:00:00
31067138;56704;535435.35;2017-02-21 00:00:00
-60380338;48889;65803.19;2017-01-28 00:00:00
-60380202;48889;65900.00;2017-01-28 00:00:00
-61442097;46381;40000.00;2017-03-10 00:00:00
31288639;46381;40000.00;2017-03-10 00:00:00
31219101;46381;0.10;2017-03-10 00:00:00
31335572;58238;39998.86;2017-03-20 00:00:00
-61564804;58238;0.10;2017-03-20 00:00:00
-61444187;58238;50000.00;2017-03-10 00:00:00
31178653;49832;35000.00;2017-03-06 00:00:00
-61153085;5384;150000.00;2017-02-08 00:00:00
-61155696;5384;115352.58;2017-02-14 00:00:00
-60699253;5384;114000.00;2017-02-08 00:00:00
-61241618;14178;40000.00;2017-02-21 00:00:00
31039546;14178;0.10;2017-02-21 00:00:00
31039526;14178;40000.00;2017-02-21 00:00:00
-61442243;34290;40000.00;2017-03-10 00:00:00
31288673;34290;39998.86;2017-03-10 00:00:00
30087290;50646;103378.13;2017-01-14 00:00:00
-60219129;50646;103000.00;2017-01-14 00:00:00
-61519391;4754;134800.00;2017-03-16 00:00:00
31173849;4704;40000.00;2017-03-06 00:00:00
-61391514;4704;40000.00;2017-03-06 00:00:00
-60181294;34136;135000.00;2017-01-10 00:00:00
-61367253;58006;40000.00;2017-03-03 00:00:00
-61304027;53270;500000.00;2017-02-27 00:00:00
-61462967;49793;22999.00;2017-03-11 00:00:00
31233038;49793;25526.08;2017-03-11 00:00:00
-60455337;34916;60000.00;2017-02-04 00:00:00
-60390068;12019;70000.00;2017-01-30 00:00:00
31070600;50358;40000.00;2017-02-24 00:00:00
-61275375;46497;40000.00;2017-02-24 00:00:00
-61275474;46497;40000.00;2017-02-24 00:00:00
-61559700;32375;46393.03;2017-03-18 00:00:00
-61527682;32375;48800.00;2017-03-16 00:00:00
-61530034;32375;48859.49;2017-03-16 00:00:00
-60704501;4688;30000.00;2017-02-08 00:00:00
-61605930;52693;65000.00;2017-03-22 00:00:00
31395611;52693;4999.00;2017-03-22 00:00:00
31395628;52693;0.10;2017-03-22 00:00:00
-61191987;51831;80000.00;2017-02-16 00:00:00
-60241162;16016;103000.00;2017-01-17 00:00:00
30109241;16016;0.10;2017-01-17 00:00:00
30109231;16016;8999.00;2017-01-17 00:00:00
31261145;30561;40000.00;2017-03-14 00:00:00
-61493279;30561;40000.00;2017-03-14 00:00:00
-60414660;13343;15000.00;2017-02-01 00:00:00
-61576180;4915;5324679.79;2017-03-15 00:00:00
-61512153;4915;5455000.00;2017-03-15 00:00:00
-61609386;4861;2000000.00;2017-03-22 00:00:00
-60445814;32354;75100.00;2017-02-03 00:00:00
-61285920;34319;202000.00;2017-02-25 00:00:00
-60305658;50234;250000.00;2017-01-23 00:00:00
-61147367;51159;699000.00;2017-02-13 00:00:00
-60248987;19921;47292.94;2017-01-17 00:00:00
-60248036;19921;35000.00;2017-01-17 00:00:00
-60259868;52130;100000.00;2017-01-18 00:00:00
-60260220;52130;138440.95;2017-01-18 00:00:00
30087615;49831;0.10;2017-01-14 00:00:00
30087582;49831;27645.88;2017-01-14 00:00:00
-60220314;49831;30000.00;2017-01-14 00:00:00
-61293150;59591;330379.75;2017-02-27 00:00:00
-61107987;-1;450867.06;2017-02-03 00:00:00
-61108134;-1;394508.67;2017-02-03 00:00:00
-61108269;-1;338150.29;2017-02-03 00:00:00
-60152913;4924;250000.00;2017-01-05 00:00:00
-61407198;58178;585106.38;2017-02-02 00:00:00
-61292044;49296;145000.00;2017-02-27 00:00:00
-60355958;51906;5000.00;2017-01-26 00:00:00
-61266326;12705;67221.93;2017-02-22 00:00:00
-61266610;12705;0.10;2017-02-22 00:00:00
-61265990;12705;67300.00;2017-02-22 00:00:00
31056472;12705;3999.00;2017-02-22 00:00:00
-61319655;15044;48440.76;2017-02-28 00:00:00
-61319280;15044;37487.00;2017-02-28 00:00:00
31042670;35027;10000.00;2017-02-21 00:00:00
-61250891;35027;39000.00;2017-02-21 00:00:00
31042550;35027;39998.82;2017-02-21 00:00:00
-61228676;16012;10000.00;2017-02-20 00:00:00
31025566;16012;10000.00;2017-02-20 00:00:00
-61378123;59227;300000.00;2017-03-04 00:00:00
31133153;58867;4999.00;2017-03-02 00:00:00
31133180;58867;0.10;2017-03-02 00:00:00
-61349895;58867;140000.00;2017-03-02 00:00:00
-61350423;58867;139069.10;2017-03-02 00:00:00
-61350548;58867;139069.10;2017-03-02 00:00:00
-60268229;58004;88000.00;2017-01-19 00:00:00
-61299938;32350;100000.00;2017-02-27 00:00:00
-61300585;32350;119769.82;2017-02-27 00:00:00
-61562467;50814;800000.00;2017-03-20 00:00:00
-61474654;50814;800000.00;2017-03-13 00:00:00
-61607917;58091;38000.00;2017-03-22 00:00:00
-61607814;58091;4999.00;2017-03-22 00:00:00
-61608039;58091;9999.00;2017-03-22 00:00:00
-61584974;49341;193500.00;2017-03-21 00:00:00
-61586037;49341;193435.56;2017-03-21 00:00:00
-61623560;49341;193435.56;2017-03-22 00:00:00
-61599770;49587;100000.00;2017-03-22 00:00:00
31394463;49587;100000.00;2017-03-22 00:00:00
-61463077;49559;697000.00;2017-03-11 00:00:00
-60257979;48857;45000.00;2017-01-18 00:00:00
30134597;48857;0.10;2017-01-18 00:00:00
30134572;48857;4999.00;2017-01-18 00:00:00
31290754;48978;10000.00;2017-03-10 00:00:00
-61452923;48978;20000.00;2017-03-10 00:00:00
-61147205;59224;30000.00;2017-02-13 00:00:00
-61491281;49779;30000.00;2017-03-14 00:00:00
31260412;49779;30000.00;2017-03-14 00:00:00
30088471;22426;0.10;2017-01-15 00:00:00
-60224764;22426;66699.95;2017-01-15 00:00:00
-60224678;22426;71521.05;2017-01-15 00:00:00
30088430;22426;66699.95;2017-01-15 00:00:00
-60224650;57885;70000.00;2017-01-15 00:00:00
31209126;1607;15000.00;2017-03-09 00:00:00
31414898;49553;60000.00;2017-03-25 00:00:00
-61651770;49553;100000.00;2017-03-25 00:00:00
-61651804;49553;90000.00;2017-03-25 00:00:00
-60203959;34876;15000.00;2017-01-12 00:00:00
30133147;46413;15000.00;2017-01-18 00:00:00
-60253796;46413;15000.00;2017-01-18 00:00:00
31183545;4918;40000.00;2017-03-07 00:00:00
-61422419;4918;40000.00;2017-03-07 00:00:00
-60205667;15765;34000.00;2017-01-13 00:00:00
30083067;15765;32612.50;2017-01-13 00:00:00
-60266438;4147;25940.24;2017-01-19 00:00:00
-60266417;4147;30000.00;2017-01-19 00:00:00
-61258521;4246;25000.00;2017-02-22 00:00:00
-61396827;15950;257491.55;2017-03-06 00:00:00
-61396509;15950;258000.00;2017-03-06 00:00:00
31096359;15630;76650.47;2017-02-27 00:00:00
-61290519;15630;77000.00;2017-02-27 00:00:00
31096370;15630;20000.00;2017-02-27 00:00:00
31262176;50977;0.10;2017-03-14 00:00:00
-61495253;50977;40000.00;2017-03-14 00:00:00
31262107;50977;40000.00;2017-03-14 00:00:00
-61172224;46497;85000.00;2017-02-15 00:00:00
-61648801;34705;600000.00;2017-03-25 00:00:00
-60364465;4682;90000.00;2017-01-27 00:00:00
-60364907;4682;96179.81;2017-01-27 00:00:00
-61169307;15867;100000.00;2017-02-15 00:00:00
-60714955;13510;10000.00;2017-02-09 00:00:00
-61216144;35028;600000.00;2017-02-18 00:00:00
-61225510;32481;46950.00;2017-02-17 00:00:00
-61200832;32481;35000.00;2017-02-17 00:00:00
-61413134;47545;60000.00;2017-03-07 00:00:00
31180743;15880;89933.48;2017-03-07 00:00:00
31181600;15880;0.10;2017-03-07 00:00:00
-61414135;15880;50000.00;2017-03-07 00:00:00
31231538;30514;71770.89;2017-03-11 00:00:00
31231625;30514;10000.00;2017-03-11 00:00:00
-61458069;30514;71650.00;2017-03-11 00:00:00
31071833;48888;10000.00;2017-02-24 00:00:00
-61279830;48888;10000.00;2017-02-24 00:00:00
-61279800;48888;10000.00;2017-02-24 00:00:00
-60150309;20127;47000.00;2017-01-05 00:00:00
-61398044;47558;150000.00;2017-03-06 00:00:00
-61409391;47558;204985.45;2017-03-06 00:00:00
-61646963;19703;140000.00;2017-03-25 00:00:00
31377265;20260;40000.00;2017-03-23 00:00:00
-60466468;22844;20000.00;2017-02-06 00:00:00
-60466783;22844;45974.39;2017-02-06 00:00:00
31206236;47711;39998.82;2017-03-09 00:00:00
-61428266;47711;40000.00;2017-03-09 00:00:00
31206297;47711;0.10;2017-03-09 00:00:00
31177111;53312;40000.00;2017-03-06 00:00:00
-61401583;53312;40000.00;2017-03-06 00:00:00
-60168557;34571;50000.00;2017-01-09 00:00:00
31261300;22805;204138.23;2017-03-10 00:00:00
-61400907;22805;204000.00;2017-03-06 00:00:00
31181834;32360;15000.00;2017-03-07 00:00:00
-61417441;32360;15000.00;2017-03-07 00:00:00
-60333382;14155;300000.00;2017-01-25 00:00:00
-60334085;14155;326807.45;2017-01-25 00:00:00
-61548144;34495;16999.00;2017-03-18 00:00:00
-61548378;34495;0.10;2017-03-18 00:00:00
31321964;34495;20524.54;2017-03-18 00:00:00
-61299605;57918;100000.00;2017-02-27 00:00:00
31335210;51989;39952.10;2017-03-20 00:00:00
-61563643;51989;0.10;2017-03-20 00:00:00
-61438331;35028;122900.00;2017-03-09 00:00:00
31220779;35028;122728.85;2017-03-09 00:00:00
31290785;35028;10000.00;2017-03-10 00:00:00
31205786;34351;40000.00;2017-03-09 00:00:00
-61427338;34351;28801.00;2017-03-09 00:00:00
-60292959;50919;34990.00;2017-01-21 00:00:00
31260385;34705;40000.00;2017-03-14 00:00:00
31260575;34705;0.10;2017-03-14 00:00:00
-61490898;34705;40000.00;2017-03-14 00:00:00
-61181884;52680;0.10;2017-02-16 00:00:00
30988048;52680;40000.00;2017-02-16 00:00:00
-61181647;52680;40000.00;2017-02-16 00:00:00
31335675;46460;82570.91;2017-03-20 00:00:00
-61564020;46460;70000.00;2017-03-20 00:00:00
-61173017;695;140000.00;2017-02-15 00:00:00
-60900604;13360;55528.24;2017-02-10 00:00:00
-60900397;13360;54000.00;2017-02-10 00:00:00
-61353661;15234;103900.00;2017-03-02 00:00:00
31149077;15234;103900.00;2017-03-02 00:00:00
-61351151;15234;194282.37;2017-03-02 00:00:00
-61340353;15234;194282.37;2017-03-01 00:00:00
31149463;15234;0.10;2017-03-03 00:00:00
-61339929;15234;200000.00;2017-03-01 00:00:00
-61645061;4201;15000.00;2017-03-25 00:00:00
-61644831;4201;11440.00;2017-03-25 00:00:00
31413012;4201;15000.00;2017-03-25 00:00:00
31412971;4201;12697.00;2017-03-25 00:00:00
-61188067;23296;30000.00;2017-02-16 00:00:00
30990057;23296;43669.62;2017-02-16 00:00:00
30201791;4211;161160.17;2017-01-23 00:00:00
-60307713;46390;162000.00;2017-01-23 00:00:00
-61554360;14448;250000.00;2017-03-18 00:00:00
31041612;34876;174112.00;2017-02-21 00:00:00
-61248073;34876;174500.00;2017-02-21 00:00:00
-61491413;32416;170000.00;2017-03-14 00:00:00
31260805;32416;169847.99;2017-03-14 00:00:00
-61363953;58128;232000.00;2017-03-03 00:00:00
-61211369;16159;40000.00;2017-02-18 00:00:00
31022796;51166;4353.07;2017-02-19 00:00:00
-60171688;4209;5.00;2017-01-10 00:00:00
-61651038;49323;100000.00;2017-03-25 00:00:00
31399871;49178;40000.00;2017-03-24 00:00:00
-61637536;49178;40000.00;2017-03-24 00:00:00
-60304589;15599;119829.00;2017-01-23 00:00:00
-61378515;697;40000.00;2017-03-04 00:00:00
31161934;697;40000.00;2017-03-04 00:00:00
-61455473;49590;40000.00;2017-03-11 00:00:00
-61455731;49590;40000.00;2017-03-11 00:00:00
31170851;46807;55528.24;2017-03-05 00:00:00
-61384504;46807;56000.00;2017-03-05 00:00:00
31056375;52039;10000.00;2017-02-22 00:00:00
-61265627;52039;10000.00;2017-02-22 00:00:00
-61385616;49219;200000.00;2017-03-05 00:00:00
-61385743;49219;239299.13;2017-03-05 00:00:00
30032505;4754;10000.00;2017-01-08 00:00:00
-60158549;4754;10000.00;2017-01-08 00:00:00
-60282293;13894;250981.54;2017-01-20 00:00:00
-60279711;13894;257000.00;2017-01-20 00:00:00
-61636599;49244;65000.00;2017-03-24 00:00:00
-61490258;57854;10364.80;2017-03-14 00:00:00
-61494689;34909;30000.00;2017-03-14 00:00:00
31261633;34909;31476.14;2017-03-14 00:00:00
-61318437;51011;352000.00;2017-02-28 00:00:00
-61097557;54882;465792.47;2017-01-24 00:00:00
31106850;57952;0.10;2017-03-01 00:00:00
-60901269;57952;85000.00;2017-02-10 00:00:00
31106769;57952;4999.00;2017-03-01 00:00:00
31400865;34919;40000.00;2017-03-24 00:00:00
-61640235;34919;40000.00;2017-03-24 00:00:00
-61271106;34500;650000.00;2017-02-23 00:00:00
31102328;13491;5206.25;2017-02-28 00:00:00
-61314202;13491;5510.00;2017-02-28 00:00:00
-61092419;-1;680000.00;2017-01-17 00:00:00
-61302806;12019;20000.00;2017-02-27 00:00:00
31100226;12019;20000.00;2017-02-27 00:00:00
-60895313;34699;104000.00;2017-02-10 00:00:00
-60895486;34699;103990.15;2017-02-10 00:00:00
-61350276;16012;4999.00;2017-03-02 00:00:00
-60442829;48937;329000.00;2017-02-03 00:00:00
-60258445;48937;400000.00;2017-01-18 00:00:00
-61353224;52042;177000.00;2017-03-02 00:00:00
-60274684;5394;90000.00;2017-01-19 00:00:00
-60275013;5394;116096.34;2017-01-19 00:00:00
-61396789;46501;10000.00;2017-03-06 00:00:00
